transaction_id,transaction_date,transaction_amount,customer_id,product_id,payment_method
636,2022-02-01,6789.22,636,636,cash
637,2022-02-01,5031.03,637,637,debit card
638,2022-02-01,7861.74,638,638,PayPal
639,2022-02-01,9001.5,639,639,PayPal
640,2022-02-01,7721.18,640,640,cash
641,2022-02-01,9344.09,641,641,PayPal
642,2022-02-01,3380.48,642,642,cash
643,2022-02-01,4287.94,643,643,cash
644,2022-02-01,3845.07,644,644,debit card
645,2022-02-01,8628.49,645,645,credit card
646,2022-02-01,1858.31,646,646,debit card
647,2022-02-01,4541.59,647,647,debit card
648,2022-02-01,1432.08,648,648,debit card
649,2022-02-01,3768.42,649,649,credit card
650,2022-02-01,6670.96,650,650,cash
651,2022-02-01,9546.78,651,651,debit card
652,2022-02-01,4083.9,652,652,PayPal
653,2022-02-01,8332.04,653,653,credit card
654,2022-02-01,8861.85,654,654,cash
655,2022-02-01,7577.7,655,655,credit card
656,2022-02-01,1726.72,656,656,PayPal
657,2022-02-01,465.45,657,657,cash
658,2022-02-01,8883.75,658,658,cash
659,2022-02-01,4628.68,659,659,debit card
660,2022-02-01,240.23,660,660,credit card
661,2022-02-01,3503.45,661,661,credit card
662,2022-02-01,5826.39,662,662,cash
663,2022-02-01,8638.68,663,663,credit card
664,2022-02-01,9637.99,664,664,credit card
665,2022-02-01,4476.91,665,665,debit card
666,2022-02-01,3008.0,666,666,debit card
667,2022-02-01,3416.21,667,667,PayPal
668,2022-02-01,2893.36,668,668,credit card
669,2022-02-01,3886.1,669,669,credit card
670,2022-02-01,741.55,670,670,cash
671,2022-02-01,8915.41,671,671,cash
672,2022-02-01,9620.81,672,672,PayPal
673,2022-02-01,2530.88,673,673,PayPal
674,2022-02-01,5843.23,674,674,debit card
675,2022-02-01,1489.19,675,675,PayPal
676,2022-02-01,4374.67,676,676,credit card
677,2022-02-01,8456.71,677,677,credit card
678,2022-02-01,7577.06,678,678,cash
679,2022-02-01,533.48,679,679,cash
680,2022-02-01,7276.63,680,680,debit card
681,2022-02-01,491.52,681,681,cash
682,2022-02-01,9430.11,682,682,cash
683,2022-02-01,3999.34,683,683,credit card
684,2022-02-01,8802.69,684,684,debit card
685,2022-02-01,6429.19,685,685,debit card
686,2022-02-01,9739.75,686,686,cash
687,2022-02-01,9703.11,687,687,cash
688,2022-02-01,3046.01,688,688,cash
689,2022-02-01,829.45,689,689,PayPal
690,2022-02-01,2911.46,690,690,cash
691,2022-02-01,1562.32,691,691,cash
692,2022-02-01,3969.55,692,692,debit card
693,2022-02-01,6889.22,693,693,cash
694,2022-02-01,5960.26,694,694,credit card
695,2022-02-01,5704.37,695,695,PayPal
696,2022-02-01,1332.39,696,696,PayPal
697,2022-02-01,9965.92,697,697,credit card
698,2022-02-01,1270.81,698,698,cash
699,2022-02-01,8538.75,699,699,cash
700,2022-02-01,4249.86,700,700,credit card
701,2022-02-01,7974.06,701,701,debit card
702,2022-02-01,4772.75,702,702,debit card
703,2022-02-01,2268.27,703,703,PayPal
704,2022-02-01,1164.6,704,704,PayPal
705,2022-02-01,2209.39,705,705,debit card
706,2022-02-01,6148.05,706,706,cash
707,2022-02-01,9911.27,707,707,debit card
708,2022-02-01,1627.31,708,708,cash
709,2022-02-01,1402.27,709,709,cash
710,2022-02-01,9606.92,710,710,PayPal
711,2022-02-01,7861.13,711,711,PayPal
712,2022-02-01,7820.77,712,712,PayPal
713,2022-02-01,607.37,713,713,credit card
714,2022-02-01,4738.32,714,714,PayPal
715,2022-02-01,4984.18,715,715,debit card
716,2022-02-01,352.95,716,716,PayPal
717,2022-02-01,305.76,717,717,debit card
718,2022-02-01,8410.01,718,718,cash
719,2022-02-01,843.47,719,719,debit card
720,2022-02-01,977.22,720,720,debit card
721,2022-02-01,5894.95,721,721,cash
722,2022-02-01,7260.41,722,722,PayPal
723,2022-02-01,7976.92,723,723,cash
724,2022-02-01,4708.54,724,724,PayPal
725,2022-02-01,7637.77,725,725,credit card
726,2022-02-01,819.2,726,726,debit card
727,2022-02-01,9972.99,727,727,PayPal
728,2022-02-01,2094.48,728,728,PayPal
729,2022-02-01,8987.66,729,729,credit card
730,2022-02-01,5377.38,730,730,debit card
731,2022-02-01,6258.2,731,731,PayPal
732,2022-02-01,5958.6,732,732,credit card
733,2022-02-01,1872.86,733,733,cash
734,2022-02-01,213.28,734,734,credit card
735,2022-02-01,9726.2,735,735,PayPal
736,2022-02-01,6705.43,736,736,credit card
737,2022-02-01,9.53,737,737,debit card
738,2022-02-01,5488.92,738,738,PayPal
739,2022-02-01,9588.14,739,739,debit card
740,2022-02-01,4962.98,740,740,PayPal
741,2022-02-01,8635.49,741,741,PayPal
742,2022-02-01,9371.29,742,742,cash
743,2022-02-01,4871.39,743,743,credit card
744,2022-02-01,410.72,744,744,PayPal
745,2022-02-01,8378.9,745,745,PayPal
746,2022-02-01,6994.11,746,746,credit card
747,2022-02-01,4214.36,747,747,credit card
748,2022-02-01,8589.88,748,748,cash
749,2022-02-01,745.5,749,749,cash
750,2022-02-01,7563.68,750,750,PayPal
751,2022-02-01,3356.98,751,751,credit card
752,2022-02-01,7163.17,752,752,credit card
753,2022-02-01,5060.11,753,753,debit card
754,2022-02-01,1185.7,754,754,cash
755,2022-02-01,1867.95,755,755,PayPal
756,2022-02-01,3828.61,756,756,PayPal
757,2022-02-01,2060.86,757,757,debit card
758,2022-02-01,4613.81,758,758,credit card
759,2022-02-01,4229.45,759,759,credit card
760,2022-02-01,2079.95,760,760,credit card
761,2022-02-01,7987.76,761,761,PayPal
762,2022-02-01,6098.62,762,762,credit card
763,2022-02-01,8940.15,763,763,debit card
764,2022-02-01,3801.54,764,764,credit card
765,2022-02-01,1276.58,765,765,credit card
766,2022-02-01,6152.88,766,766,debit card
767,2022-02-01,7192.98,767,767,credit card
768,2022-02-01,1066.22,768,768,credit card
769,2022-02-01,628.08,769,769,PayPal
770,2022-02-01,1062.18,770,770,credit card
771,2022-02-01,9577.31,771,771,PayPal
772,2022-02-01,6961.74,772,772,credit card
773,2022-02-01,969.77,773,773,cash
774,2022-02-01,206.96,774,774,cash
775,2022-02-01,9184.56,775,775,PayPal
776,2022-02-01,1500.68,776,776,cash
777,2022-02-01,4385.47,777,777,cash
778,2022-02-01,5460.77,778,778,credit card
779,2022-02-01,8080.67,779,779,credit card
780,2022-02-01,8266.33,780,780,debit card
781,2022-02-01,3122.04,781,781,cash
782,2022-02-01,8701.22,782,782,credit card
783,2022-02-01,6740.21,783,783,cash
784,2022-02-01,5454.91,784,784,PayPal
785,2022-02-01,2921.3,785,785,cash
786,2022-02-01,1755.02,786,786,debit card
787,2022-02-01,9777.38,787,787,credit card
788,2022-02-01,1165.73,788,788,debit card
789,2022-02-01,5418.45,789,789,credit card
790,2022-02-01,5639.01,790,790,cash
791,2022-02-01,1878.87,791,791,debit card
792,2022-02-01,8229.44,792,792,cash
793,2022-02-01,9127.84,793,793,PayPal
794,2022-02-01,8569.78,794,794,credit card
795,2022-02-01,8926.44,795,795,credit card
796,2022-02-01,2632.62,796,796,PayPal
797,2022-02-01,3077.45,797,797,credit card
798,2022-02-01,1347.36,798,798,credit card
799,2022-02-01,4122.35,799,799,debit card
800,2022-02-01,7572.5,800,800,credit card
801,2022-02-01,7552.84,801,801,credit card
802,2022-02-01,8880.96,802,802,PayPal
803,2022-02-01,120.17,803,803,PayPal
804,2022-02-01,8400.16,804,804,credit card
805,2022-02-01,8800.0,805,805,cash
806,2022-02-01,3013.03,806,806,cash
807,2022-02-01,6155.43,807,807,credit card
808,2022-02-01,3330.88,808,808,cash
809,2022-02-01,8580.85,809,809,credit card
810,2022-02-01,9786.98,810,810,PayPal
811,2022-02-01,9009.83,811,811,credit card
812,2022-02-01,5486.84,812,812,cash
813,2022-02-01,3091.65,813,813,credit card
814,2022-02-01,2959.78,814,814,cash
815,2022-02-01,2809.89,815,815,credit card
816,2022-02-01,8757.34,816,816,credit card
817,2022-02-01,5518.05,817,817,cash
818,2022-02-01,8362.91,818,818,PayPal
819,2022-02-01,3908.45,819,819,PayPal
820,2022-02-01,3081.67,820,820,credit card
821,2022-02-01,2703.1,821,821,cash
822,2022-02-01,4814.39,822,822,PayPal
823,2022-02-01,9274.78,823,823,debit card
824,2022-02-01,3240.4,824,824,debit card
825,2022-02-01,5569.02,825,825,debit card
826,2022-02-01,4364.23,826,826,credit card
827,2022-02-01,2006.36,827,827,debit card
828,2022-02-01,4368.17,828,828,debit card
829,2022-02-01,156.05,829,829,credit card
830,2022-02-01,7232.84,830,830,PayPal
831,2022-02-01,7611.14,831,831,credit card
832,2022-02-01,4931.4,832,832,cash
833,2022-02-01,4292.57,833,833,credit card
834,2022-02-01,6090.92,834,834,debit card
835,2022-02-01,4003.53,835,835,cash
836,2022-02-01,7636.72,836,836,PayPal
837,2022-02-01,77.32,837,837,PayPal
838,2022-02-01,3076.75,838,838,cash
839,2022-02-01,4200.62,839,839,credit card
840,2022-02-01,1586.35,840,840,PayPal
841,2022-02-01,5016.3,841,841,credit card
842,2022-02-01,8067.93,842,842,cash
843,2022-02-01,6967.48,843,843,cash
844,2022-02-01,4538.11,844,844,credit card
845,2022-02-01,3836.58,845,845,credit card
846,2022-02-01,9667.61,846,846,credit card
847,2022-02-01,1004.26,847,847,PayPal
848,2022-02-01,8796.49,848,848,PayPal
849,2022-02-01,2588.37,849,849,debit card
850,2022-02-01,3651.73,850,850,cash
851,2022-02-01,9834.84,851,851,debit card
852,2022-02-01,1852.57,852,852,credit card
853,2022-02-01,8757.06,853,853,credit card
854,2022-02-01,2318.38,854,854,debit card
855,2022-02-01,8398.19,855,855,cash
856,2022-02-01,885.27,856,856,credit card
857,2022-02-01,9689.36,857,857,credit card
858,2022-02-01,3305.53,858,858,cash
859,2022-02-01,5268.72,859,859,PayPal
860,2022-02-01,4886.15,860,860,cash
861,2022-02-01,8598.25,861,861,PayPal
862,2022-02-01,1547.15,862,862,cash
863,2022-02-01,4837.86,863,863,cash
864,2022-02-01,3538.28,864,864,debit card
865,2022-02-01,4468.61,865,865,PayPal
866,2022-02-01,290.02,866,866,PayPal
867,2022-02-01,3129.01,867,867,cash
868,2022-02-01,5643.38,868,868,debit card
869,2022-02-01,8392.44,869,869,PayPal
870,2022-02-01,9184.18,870,870,PayPal
871,2022-02-01,8278.79,871,871,credit card
872,2022-02-01,1255.34,872,872,cash
873,2022-02-01,9226.14,873,873,PayPal
874,2022-02-01,2735.17,874,874,debit card
875,2022-02-01,7490.15,875,875,cash
876,2022-02-01,2506.22,876,876,credit card
877,2022-02-01,2950.04,877,877,debit card
878,2022-02-01,2930.14,878,878,cash
879,2022-02-01,3185.48,879,879,cash
880,2022-02-01,6512.87,880,880,debit card
881,2022-02-01,1416.49,881,881,PayPal
882,2022-02-01,4481.97,882,882,debit card
883,2022-02-01,6033.25,883,883,PayPal
884,2022-02-01,7822.12,884,884,PayPal
885,2022-02-01,9217.02,885,885,debit card
886,2022-02-01,8510.97,886,886,cash
887,2022-02-01,8749.7,887,887,debit card
888,2022-02-01,6325.08,888,888,cash
889,2022-02-01,253.95,889,889,PayPal
890,2022-02-01,2038.37,890,890,debit card
891,2022-02-01,6028.56,891,891,credit card
892,2022-02-01,356.67,892,892,cash
893,2022-02-01,6661.94,893,893,debit card
894,2022-02-01,86.91,894,894,debit card
895,2022-02-01,350.74,895,895,cash
896,2022-02-01,1568.13,896,896,debit card
897,2022-02-01,6689.65,897,897,credit card
898,2022-02-01,9190.86,898,898,debit card
899,2022-02-01,1743.93,899,899,PayPal
900,2022-02-01,7000.27,900,900,PayPal
901,2022-02-01,791.91,901,901,PayPal
902,2022-02-01,6147.1,902,902,cash
903,2022-02-01,4755.94,903,903,cash
904,2022-02-01,2442.23,904,904,credit card
905,2022-02-01,316.19,905,905,PayPal
906,2022-02-01,705.12,906,906,cash
907,2022-02-01,1884.25,907,907,debit card
908,2022-02-01,2595.46,908,908,credit card
909,2022-02-01,632.27,909,909,cash
910,2022-02-01,3114.28,910,910,credit card
911,2022-02-01,6869.68,911,911,PayPal
912,2022-02-01,4146.98,912,912,debit card
913,2022-02-01,2228.91,913,913,PayPal
914,2022-02-01,7458.32,914,914,credit card
915,2022-02-01,7425.04,915,915,debit card
916,2022-02-01,276.5,916,916,credit card
917,2022-02-01,5181.25,917,917,debit card
918,2022-02-01,412.46,918,918,cash
919,2022-02-01,9971.17,919,919,cash
920,2022-02-01,4496.33,920,920,PayPal
921,2022-02-01,7873.48,921,921,PayPal
922,2022-02-01,6112.22,922,922,PayPal
923,2022-02-01,1082.51,923,923,PayPal
924,2022-02-01,569.63,924,924,credit card
925,2022-02-01,6493.93,925,925,cash
926,2022-02-01,4718.34,926,926,debit card
927,2022-02-01,528.98,927,927,credit card
928,2022-02-01,6059.77,928,928,credit card
929,2022-02-01,2598.59,929,929,cash
930,2022-02-01,905.89,930,930,debit card
931,2022-02-01,6670.86,931,931,credit card
932,2022-02-01,594.56,932,932,credit card
933,2022-02-01,6894.33,933,933,credit card
934,2022-02-01,2137.43,934,934,PayPal
935,2022-02-01,6651.99,935,935,debit card
936,2022-02-01,4366.69,936,936,PayPal
937,2022-02-01,9639.93,937,937,cash
938,2022-02-01,6156.95,938,938,credit card
939,2022-02-01,6751.27,939,939,cash
940,2022-02-01,7329.22,940,940,debit card
941,2022-02-01,2804.23,941,941,debit card
942,2022-02-01,8101.52,942,942,cash
943,2022-02-01,9106.7,943,943,PayPal
944,2022-02-01,553.6,944,944,credit card
945,2022-02-01,9783.76,945,945,credit card
946,2022-02-01,5703.46,946,946,PayPal
947,2022-02-01,4087.15,947,947,PayPal
948,2022-02-01,7588.92,948,948,debit card
949,2022-02-01,2739.36,949,949,credit card
950,2022-02-01,745.02,950,950,debit card
951,2022-02-01,8374.7,951,951,PayPal
952,2022-02-01,208.02,952,952,debit card
953,2022-02-01,5830.71,953,953,debit card
954,2022-02-01,7077.24,954,954,PayPal
955,2022-02-01,7277.59,955,955,credit card
956,2022-02-01,8778.4,956,956,PayPal
957,2022-02-01,5483.56,957,957,cash
958,2022-02-01,6856.16,958,958,cash
959,2022-02-01,6222.77,959,959,PayPal
960,2022-02-01,4924.0,960,960,PayPal
961,2022-02-01,6161.46,961,961,PayPal
962,2022-02-01,5731.39,962,962,PayPal
963,2022-02-01,3056.79,963,963,debit card
964,2022-02-01,504.68,964,964,cash
965,2022-02-01,7405.12,965,965,credit card
966,2022-02-01,2342.18,966,966,credit card
967,2022-02-01,4770.33,967,967,PayPal
968,2022-02-01,4307.06,968,968,PayPal
969,2022-02-01,6010.84,969,969,debit card
970,2022-02-01,1810.42,970,970,credit card
971,2022-02-01,2851.71,971,971,PayPal
972,2022-02-01,9379.23,972,972,cash
973,2022-02-01,9025.93,973,973,credit card
974,2022-02-01,5285.2,974,974,PayPal
975,2022-02-01,4019.9,975,975,cash
976,2022-02-01,6488.19,976,976,credit card
977,2022-02-01,2889.8,977,977,credit card
978,2022-02-01,8562.81,978,978,debit card
979,2022-02-01,1162.97,979,979,PayPal
980,2022-02-01,9269.04,980,980,PayPal
981,2022-02-01,3844.84,981,981,credit card
982,2022-02-01,9838.29,982,982,cash
983,2022-02-01,9126.71,983,983,cash
984,2022-02-01,2581.76,984,984,debit card
985,2022-02-01,576.86,985,985,cash
986,2022-02-01,60.15,986,986,PayPal
987,2022-02-01,4045.32,987,987,credit card
988,2022-02-01,2277.75,988,988,debit card
989,2022-02-01,3835.92,989,989,cash
990,2022-02-01,8579.58,990,990,PayPal
991,2022-02-01,5215.21,991,991,cash
992,2022-02-01,7527.47,992,992,cash
993,2022-02-01,5827.25,993,993,credit card
994,2022-02-01,6730.26,994,994,cash
995,2022-02-01,6687.82,995,995,credit card
996,2022-02-01,9241.0,996,996,cash
997,2022-02-01,8574.23,997,997,credit card
998,2022-02-01,4123.19,998,998,PayPal
999,2022-02-01,9576.77,999,999,PayPal
1000,2022-02-01,3145.67,1000,1000,cash
